ISBN,title,authors,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,description
743439740,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",Ann Rule,2002,Pocket,http://images.amazon.com/images/P/0743439740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743439740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743439740.01.LZZZZZZZ.jpg,"America’s #1 true-crime writer fulfills a murder victim’s desperate plea with this shattering New York Times bestseller. “If anything ever happens to me…find Ann Rule and ask her to write my story.” In perhaps the first true-crime book written at the victim's request, Ann Rule untangles a web of lies and brutality that culminated in the murder of Sheila Blackthorne Bellush—a woman Rule never met, but whose shocking story she now chronicles with compassion, exacting detail, and unvarnished candor. Although happily ensconced in a loving second marriage, and a new family of quadruplets, Sheila never truly escaped the vicious enslavement of her ex-husband, multi-millionaire Allen Blackthorne, a handsome charmer— and a violent, controlling sociopath who subjected Sheila to unthinkable abuse in their marriage, and terrorized her for a decade after their divorce. When Sheila was slain in her home, in the presence of her four toddlers, authorities raced to link the crime to Blackthorne, the man who vowed to monitor Sheila's every move in his obsessive quest for power and revenge."
345372700,"If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground",LEWIS GRIZZARD,1991,Ballantine Books,http://images.amazon.com/images/P/0345372700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345372700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345372700.01.LZZZZZZZ.jpg,"Lewis Grizzard got his first newspaper job when he was ten years old. Thirty-odd years later (thirty-very-odd years) he’s still in the newspaper business—and he’s still infuriated by it, still tickled by it, and still very much in love with it. If I Ever Get Back to Georgia, I’m Gonna Nail My Feet to the Ground is all about that anger, that great humor and that even greater passion for something that affects every single one of us: the daily newspaper. Grizzard begins with his first writing job (covering a Boy’s Church League team in Newman, Georgia), and continues through his college years in Athens, Georgia where he learned how to do such things as prepare a font-page headline and layout in case Jesus Christ ever returned to earth. (Headline: HE’S BACK!) He examines the great Atlanta years and the cold Chicago winters—as sports editor of the Sun-Times, during which Grizzard lost his second wife, his cool, and very nearly his sanity, but also learned an awful lot about life, liberty, and the pursuit of happiness. This is Grizzard's funniest—and his best—book yet."
380619458,The Mosquito Coast,Paul Theroux,1990,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380619458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg,"Winner of the Stanford Dolman Lifetime Contribution to Travel Writing Award 2020 The Mosquito Coast - winner of the James Tait Black Memorial Prize - is a breathtaking novel about fanaticism and a futile search for utopia from bestseller Paul Theroux. Allie Fox is going to re-create the world. Abominating the cops, crooks, junkies and scavengers of modern America, he abandons civilisation and takes the family to live in the Honduran jungle. There his tortured, messianic genius keeps them alive, his hoarse tirades harrying them through a diseased and dirty Eden towards unimaginable darkness. 'Stunning. . . exciting, intelligent, meticulously realised, artful' Victoria Glendinning, Sunday Times 'An epic of paranoid obsession that swirls the reader headlong to deposit him on a black mudbank of horror' Christopher Wordsworth, Guardian 'Magnificently stimulating and exciting' Anthony Burgess American travel writer Paul Theroux is known for the rich descriptions of people and places that is often streaked with his distinctive sense of irony; his novels and collected short stories, My Other Life, The Collected Stories, My Secret History, The Lower River, The Stranger at the Palazzo d'Oro, A Dead Hand, Millroy the Magician, The Elephanta Suite, Saint Jack, The Consul's File, The Family Arsenal, and his works of non-fiction, including the iconic The Great Railway Bazaar are available from Penguin."
446325805,"If Love Were Oil, I'd Be About a Quart Low",Lewis Grizzard,1994,Warner Books (Mm),http://images.amazon.com/images/P/0446325805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446325805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446325805.01.LZZZZZZZ.jpg,"Essays take a humorous look at love, marriage, the relationship between men and women, and growing up."
451406923,"Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims",Charles Hickey,1996,Onyx Books,http://images.amazon.com/images/P/0451406923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451406923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451406923.01.LZZZZZZZ.jpg,"The true story of a murderous mother and five innocent victims. With eight pages of photos Charles Hickey, Todd Lighty, and John O’Brien bring the story of a mother not fit for the title. Waneta Hoyt’s first baby died. Then her second. Then her third. Nobody, including her husband, suspected Waneta Hoyt—or stopped her from having more babies. Then her fourth baby died. Then her fifth. And the famed medical expert declared they had died of sudden infant death syndrome and use them to support his theory that SIDS ran in families. One man, however, did not except the diagnosis. District Attorney Bill Fitzpatrick set out to expose the truth about a crime hard to imagine. To do so meant convicting a woman who had won the hearts of all. And just proving a doctor who had climbed to the top of his field with the help of little corpses. Brace yourself for a true story of motherhood, medicine, and murder you will remember every time you hear a baby crying."
671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket,http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg,"A frightening suspense novel about nine-year-old Trisha, who becomes lost in the woods as night falls."
743249992,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich,2003,Free Press,http://images.amazon.com/images/P/0743249992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743249992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743249992.01.LZZZZZZZ.jpg,"The #1 national bestseller, now a major motion picture, 21—the amazing inside story about a gambling ring of M.I.T. students who beat the system in Vegas—and lived to tell how. Robin Hood meets the Rat Pack when the best and the brightest of M.I.T.’s math students and engineers take up blackjack under the guidance of an eccentric mastermind. Their small blackjack club develops from an experiment in counting cards on M.I.T.’s campus into a ring of card savants with a system for playing large and winning big. In less than two years they take some of the world’s most sophisticated casinos for more than three million dollars. But their success also brings with it the formidable ire of casino owners and launches them into the seedy underworld of corporate Vegas with its private investigators and other violent heavies."
840734530,"The Oneprince (The Redaemian Chronicles, Book 1)",Bill Hand,1992,Thomas Nelson Inc,http://images.amazon.com/images/P/0840734530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0840734530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0840734530.01.LZZZZZZZ.jpg,"There was once a prince who wished only to be left alone. Naturally, fate made him king! Quad, a bookish and backward prince, has been named king of the troubled kingdom of Redaemus over his brother, the heroic warrior-prince Gregor. Encouraged by his counselor and closest friend, a talking rat named Friend Rat, he reluctantly accepts the throne--only to find himself overthrown the very day he takes it. Now Quad is on the run from the villainous Solofaust, from rebellious armies, spies, and dreadful spirit-things... while the dark lord Demio plots an invasion from the frozen north. With only the help of a handful of loyal warriors, Friend Rat and a mysterious wizardess, he begins a quest to find the fabled Oneprince who, alone, can save the land."
425184226,The Sum of All Fears,Tom Clancy,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425184226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg,"'A whiz-bang page-turner!' New York Times Book Review Peace may finally be at hand in the Middle East, as Jack Ryan, Deputy Director of Intelligence for the CIA, lays the groundwork for a plan that could end centuries of conflict. But ruthless terrorists have a final, desperate card to play: a nuclear weapon hidden somewhere in the United States. With one terrible act, distrust mounts, forces collide, and the floundering U.S. president seems unable to cope with the crisis. With the world on the verge of nuclear disaster, Ryan must frantically seek a solution - before the chiefs of state lose control of themselves and the world."
375500766,Care Packages : Letters to Christopher Reeve from Strangers and Other Friends,DANA REEVE,1999,Random House,http://images.amazon.com/images/P/0375500766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375500766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375500766.01.LZZZZZZZ.jpg,Letters sent to the actor following his paralyzing accident in 1995.
9724119378,O Deus Das Pequenas Coisas,Roy,1998,Edicoes Asa,http://images.amazon.com/images/P/9724119378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9724119378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9724119378.01.LZZZZZZZ.jpg,"Elogiado livro de estréia da indiana Arundhati Roy, O deus das pequenas coisas narra a história dos gêmeos Rahel e Estha, que, na Índia de 1969, crescem entre os caldeirões de geléia de banana e as pilhas de grãos de pimenta da fábrica da avó cega. Armados da inocência invencível das crianças, os dois tentam inventar uma infância à sombra da ruína que é sua família - a mãe, a solitária e adorável Ammu; o delicioso tio Chacho; a inimiga Baby Kochamma e o fantasma de uma mariposa que um dia pertenceu a um entomologista imperial. Rahel e Estha descobrem que as coisas podem mudar num só dia, que as vidas podem ter seu rumo alterado e assumir novas - e feias - formas. Descobrem que elas podem até cessar para sempre. Ancorada na angústia mas alimentada pela magia e por um profundo conhecimento, esta pequena obra-prima ganhou o prêmio britânico Booker Prize de 1997, foi editada em 36 países e encabeçou por semanas a lista de mais vendidos na Grã-Bretanha, Austrália, Índia e Noruega, na época de seu lançamento."
451205197,Lady in Green/Minor Indiscretions (Signet Regency Romance),Barbara Metzger,2002,Signet Book,http://images.amazon.com/images/P/0451205197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205197.01.LZZZZZZZ.jpg,"Two Regency romances are together in one volume. In ""Lady in Green"" Annalise Avery disguises herself as a servant in Lord Gardiner's town house to escape an arranged marriage, and enthralls her employer while riding through the park dressed in green. And in ""Minor Indiscretions, "" when Lord Coe asks Melody Ashton to become his mistress, she's appalled. But he's determined to win her heart."
60929790,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998,Perennial,http://images.amazon.com/images/P/0060929790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg,"One of the twentieth century’s enduring works, One Hundred Years of Solitude is a widely beloved and acclaimed novel known throughout the world and the ultimate achievement in a Nobel Prize–winning career. The novel tells the story of the rise and fall of the mythical town of Macondo through the history of the Buendía family. Rich and brilliant, it is a chronicle of life, death, and the tragicomedy of humankind. In the beautiful, ridiculous, and tawdry story of the Buendía family, one sees all of humanity, just as in the history, myths, growth, and decay of Macondo, one sees all of Latin America. Love and lust, war and revolution, riches and poverty, youth and senility, the variety of life, the endlessness of death, the search for peace and truth—these universal themes dominate the novel. Alternately reverential and comical, One Hundred Years of Solitude weaves the political, personal, and spiritual to bring a new consciousness to storytelling. Translated into dozens of languages, this stunning work is no less than an account of the history of the human race."
60976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg,"“Brilliant. . . . A structural tour de force. . . . A classic Southern tale of dysfunctional and marginal madness. The author’s gift for giving life to so many voices leaves the reader profoundly moved.”— Seattle Weekly The companion novel to Rebecca Wells’s celebrated #1 New York Times bestseller Divine Secrets of the Ya-Ya Sisterhood Who can resist the rich cadences of Sidda Walker and her flamboyant, secretive mother, Vivi? Here, the young Sidda—a precocious reader and an eloquent observer of the fault lines that divide her family—leads us into her mischievous adventures at Our Lady of Divine Compassion parochial school and beyond. A Catholic girl of pristine manners, devotion, and provocative ideas, Sidda is the very essence of childhood joy and sorrow. Little Altars Everywhere is an insightful, piercing, and unflinching evocation of childhood, a loving tribute to the transformative power of faith, and a thoroughly fresh chronicle of a family that is as haunted as it is blessed."
61099325,Coyote Waits (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1992,HarperTorch,http://images.amazon.com/images/P/0061099325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg,"Don’t miss the TV series, Dark Winds, based on the Leaphorn, Chee, & Manuelito novels, now on AMC and AMC+! Don’t Miss the AMC television series, Dark Winds, based on the Leaphorn, Chee, & Manuelito novels, coming this summer! The tenth novel in Tony Hillerman's acclaimed Leaphorn and Chee series — “Bolt the door, disconnect the phone, and declare yourself off limits....Coyote Waits is a real confounder, not at all what you expected.” (Denver Post) The car fire didn't kill Navajo Tribal Policeman Delbert Nez—a bullet did. And the old man in possession of the murder weapon is a whiskey-soaked shaman named Ashie Pinto. Officer Jim Chee is devastated by the slaying of his good friend Del, and confounded by the prime suspect's refusal to utter a single word of confession or denial. Lieutenant Joe Leaphorn believes there is much more to this outrage than what appears on the surface, as he and Jim Chee set out to unravel a complex weave of greed and death that involves a historical find and a lost fortune. But the hungry and mythical trickster Coyote is waiting, as always, in the shadows to add a strange and deadly new twist."
671004573,Before I Say Good-Bye,Mary Higgins Clark,2001,Pocket,http://images.amazon.com/images/P/0671004573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg,"Nell MacDermott discovers that the boat explosion her husband was killed in was not an accident, but a planned murder. She also discovers that he was not the man she thought he was as she finds out he was involved in illegal real estate deals."
446601640,Slow Waltz in Cedar Bend,Robert James Waller,1994,Warner Books,http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg,Jellie Braden and Michael Tillman discover the bittersweet side of love and the boundaries of passion.
038572179X,Atonement : A Novel,IAN MCEWAN,2003,Anchor,http://images.amazon.com/images/P/038572179X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg,"The new novel by the Booker prize winner depicts love, war, class and childhood in England while exploring shame and forgiveness and the possibility of absolution."
393020371,Next: The Future Just Happened,Michael Lewis,2001,W.W. Norton &amp; Company,http://images.amazon.com/images/P/0393020371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393020371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393020371.01.LZZZZZZZ.jpg,"The New York Times bestseller. ""His book is a wake-up call at a time when many believe the net was a flash in the pan.""—BusinessWeek With his knowing eye and wicked pen, Michael Lewis reveals how the Internet boom has encouraged changes in the way we live, work, and think. In the midst of one of the greatest status revolutions in the history of the world, the Internet has become a weapon in the hands of revolutionaries. Old priesthoods are crumbling. In the new order, the amateur is king: fourteen-year-olds manipulate the stock market and nineteen-year-olds take down the music industry. Unseen forces undermine all forms of collectivism, from the family to the mass market: one black box has the power to end television as we know it, and another one may dictate significant changes in our practice of democracy. With a new afterword by the author."
1900850303,The Angelic Darkness,Richard Zimler,1999,Arcadia Books,http://images.amazon.com/images/P/1900850303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1900850303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1900850303.01.LZZZZZZZ.jpg,"A divorced man living in San Francisco is guided by his roommate deep within the Tenderloin neighborhood of prostitutes and transvestites, down a perilous sexual and spiritual path."
345425294,Gangster,Lorenzo Carcaterra,2002,Fawcett Books,http://images.amazon.com/images/P/0345425294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345425294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg,"A companion to the study of the gangster film’s international appeal spanning the Americas, Europe, and Asia A Companion to the Gangster Film presents a comprehensive overview of the newest scholarship on the contemporary gangster film genre as a global phenomenon. While gangster films are one of America’s most popular genres, gangster movies appear in every film industry across the world. With contributions from an international panel of experts, A Companion to the Gangster Film explores the popularity of gangster films across three major continents, the Americas, Europe, and Asia. The authors acknowledge the gangster genre’s popularity and examine the reasons supporting its appeal to twenty-first century audiences across the globe. The book examines common themes across all three continents such as production histories and reception, gender race and sexuality, mafia mythologies, and politics. In addition, the companion clearly shows that no national cinema develops in isolation and that cinema is a truly global popular art form. This important guide to the gangster film genre: Reveals how the gangster film engages in complex and contradictory themes Examines the changing face of the gangster film in America Explores the ideas of gangsterism and migration in the Hispanic USA, Latin America and the Caribbean Discusses the wide variety of gangster types to appear in European cinema Contains a review of a wide-range of gangster films from the Americans, Europe, and Asia Written for academics and students of film, A Companion to the Gangster Film offers a scholarly and authoritative guide exploring the various aspects and international appeal of the gangster film genre."
451410319,Hush,Anne Frasier,2002,Onyx Books,http://images.amazon.com/images/P/0451410319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg,"Sixteen-year old Nora finds forbidden love with a fallen angel, the New York Times Bestseller, now in paperback!"
553583468,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)",Kay Hooper,2002,Bantam Books,http://images.amazon.com/images/P/0553583468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg,"Someone is stalking the little town of Silence. Three victims have fallen to a killer’s savage vengeance. Each of the dead men was a successful and respected member of the community—yet each also harbored a dark secret discovered only after his murder. Were their deaths the ultimate punishment for those secrets? Or something even more sinister? Nell Gallagher has come home to Silence more than a decade after leaving one dark night with her own painful secrets. Forced now by family duty to return, she has also come home to settle with the past. But past and present tangle in a murderer’s vicious attacks, and to find the answers she needs, Nell must call on the psychic skills that drove her away years before. She must risk her own life and sanity, and regain the trust of the man she left behind so long ago. For the killer she seeks is seeking her, watching her every move, preying upon her every vulnerability—and already so close she’ll never see death coming . . ."
8476409419,Estudios sobre el amor,Jose Ortega Y Gaset,2001,Downtown Book Center,http://images.amazon.com/images/P/8476409419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8476409419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8476409419.01.LZZZZZZZ.jpg,"El amor como imperativo de exelencia es un movimiento de fidelidad a sí mismo y a las cosas. Es lo que para Ortega significa la definición platónica del amor como un ""deseo de engendrar belleza"", la aspiración al ser en plenitud, al ser en forma. Eso es lo que constituye el ideal de cada cosa, y no es exclusivamente nuestro."
380778556,Rebecca,Daphne Du Maurier,1994,Avon,http://images.amazon.com/images/P/0380778556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg,"Last night I dreamt I went to Manderley again. I stood in front of the iron gates at the beginning of the drive. When I had first seen those gates, they had been open wide to welcome me. Now, in my dream, they were closed. Behind them, the drive went on to Manderley.In my dream, I was able to pass through the closed gates. I walked up the long winding drive. The trees and flowers grew near to the drive and grass almost covered it. As I came to the last bend of the drive, I felt the old excitement. I was near to Manderley again. At last, I could see Manderley. The old house was as beautiful as ever.It was moonlight in my dream. The pale light shone on the windows and grey stone walls of the old house. And in my dream I saw the sea. It was silent and smooth as glass. For a moment, the house seemed full of light. I thought that we were living there, happy and secure.The moonlight shone more clearly. Now I saw that Manderley was an empty shell. Only the grey stone walls remained standing. No one would ever live there again. We would never-live there happily, Maxim and I. We would never live there free of Rebecca, free from thoughts of the past."
2740230,Keep It Simple: And Get More Out of Life,Nick Page,1999,Trafalgar Square,http://images.amazon.com/images/P/0002740230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002740230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002740230.01.LZZZZZZZ.jpg,"Here is a guide to make life simpler, easier and more enjoyable. Two basic rules are offered: quietness and simplicity. They invite us to reject the quick fix, to stop talking so much, advance by retreat and live more profoundly. Practical ideas include the use of the TV, purging your wardrobe and booting out clutter. It contains tips and hints for a more manageable life."
385336772,Diary of a Mad Mom-To-Be,Laura Wolf,2003,Delta,http://images.amazon.com/images/P/0385336772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg,"Amy, the quirky heroine of ""Diary of a Mad Bride, "" has survived her wedding with aplomb, only to find herself yearning for the patter of little feet. Next stop: parenthood!"
440949424,Locked in Time (Laurel Leaf Books),LOIS DUNCAN,1986,Laure Leaf,http://images.amazon.com/images/P/0440949424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440949424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440949424.01.LZZZZZZZ.jpg,Nore arrives at her stepmother's Louisiana plantation to find her new family odd and an aura of evil and mystery about the place.
505524996,Contact,Susan Grant,2002,Love Spell,http://images.amazon.com/images/P/0505524996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524996.01.LZZZZZZZ.jpg,"Pulitzer Prize-winning author and astronomer Carl Sagan imagines the greatest adventure of all—the discovery of an advanced civilization in the depths of space. In December of 1999, a multinational team journeys out to the stars, to the most awesome encounter in human history. Who—or what—is out there? In Cosmos, Carl Sagan explained the universe. In Contact, he predicts its future—and our own."
140252800,The Brimstone Wedding,Barbara Vine,1997,Penguin Books Ltd,http://images.amazon.com/images/P/0140252800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140252800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140252800.01.LZZZZZZZ.jpg,"Both a finely crafted mystery and a disturbingly honest depiction of the kinship between love and madness, The Brimstone Wedding tells an unsettling story about the power and the poison of love. A gracious, dignified woman, who's dying in an English nursing home, reveals the secrets of her erotic past to her young caretaker."
451452755,The Catswold Portal,Shirley Rousseau Murphy,1993,Roc,http://images.amazon.com/images/P/0451452755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451452755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451452755.01.LZZZZZZZ.jpg,"A striking new reissue of an epic fantasy by popular Harper author Shirley Rousseau Murphy, featuring a princess's dangerous quest to reclaim her throne...and, of course, cats! There is a door in an artist's garden: an elaborate carved passageway into a realm ruled by a dark sorceress queen. There entities strange and wondrous roam the Netherworld––yet none as astonishing as the shape–shifting Catswold... Raised by the oldwitch Mag, Melissa discovers a perilous secret. She has more than one form––human girl and magical cat––and once inhabited two worlds. And it is her destiny to return to a mystic realm of wonder and terror, to do battle for her people's liberation and the crown that is rightfully hers. A man beset by tragedy, painter Braden West is intrigued by the calico cat who has charmed her way into his studio. But his ""guest"" is more than she seems, and Braden's very existence will be radically altered as he follows Melissa from the Hell Pit into the dread perils of an evil ruling court, thrust into the heart of a magical conflict with more at stake than he could possibly have imagined."
044651747X,Puerto Vallarta Squeeze,Robert James Waller,1995,Warner Books,http://images.amazon.com/images/P/044651747X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg,"The author of the blockbuster The Bridges of Madison County blends passion and adventure in the story of an American novelist in Mexico and his young lover, who take a trip with a killer."
60801263,Tree Grows In Brooklyn,Betty Smith,1988,Harpercollins Publisher,http://images.amazon.com/images/P/0060801263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060801263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060801263.01.LZZZZZZZ.jpg,"Francie Nolan and her brother, Neeley, grow up in the slums of Brooklyn in the early 1900s."
61030147,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",Cybill Shepherd,2001,Avon Books,http://images.amazon.com/images/P/0061030147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030147.01.LZZZZZZZ.jpg,"At her brassy best, Cybill Shepherd trumpets the candid, inspiring story of her roller-coaster journey from Memphis belle to irrepressible ""Boomer Babe."" Two 8-page color inserts."
446527165,Wish You Well,David Baldacci,2000,Warner Books,http://images.amazon.com/images/P/0446527165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg,"From bestselling author and master storyteller David Baldacci, Wish You Well is a dramatic and enthralling tale of family unity in the face of adversity. Tragedy strikes the New York-based Cardinal family when their car is involved in a terrible accident. Twelve-year-old Lou and seven-year-old Oz survive, but the crash leaves their father dead and their mother in a coma. It would seem their world has been shattered forever until their great-grandmother, Louisa Mae, agrees to raise the children on her Virginia mountain farm. But before long their rural idyll is threatened by the discovery of natural gas on the mountain. Determined to protect her home from the ravages of big business, Louisa Mae refuses to sell, but when the neighbours hear of the potential wealth the company could bring, they begin to turn against her. And now the Cardinal family find themselves ensnared in another battle, to be played out in a crowded Virginia courtroom: a battle for justice, for survival, and for the right to stay together in the only place they know as home. Filled with both rich humour and desperate poignancy, Wish You Well is a tale of family, faith, humanity and prejudice, set against the magical backdrop of the Virginia high rock."
385337639,Crow Lake (Today Show Book Club #7),Mary Lawson,2003,Delta,http://images.amazon.com/images/P/0385337639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg,"Crow Lake is that rare find, a first novel so quietly assured, so emotionally pitch perfect, you know from the opening page that this is the real thing—a literary experience in which to lose yourself, by an author of immense talent. Here is a gorgeous, slow-burning story set in the rural “badlands” of northern Ontario, where heartbreak and hardship are mirrored in the landscape. For the farming Pye family, life is a Greek tragedy where the sins of the fathers are visited on the sons, and terrible events occur—offstage. Centerstage are the Morrisons, whose tragedy looks more immediate if less brutal, but is, in reality, insidious and divisive. Orphaned young, Kate Morrison was her older brother Matt’s protegee, her fascination for pond life fed by his passionate interest in the natural world. Now a zoologist, she can identify organisms under a microscope but seems blind to the state of her own emotional life. And she thinks she’s outgrown her siblings—Luke, Matt, and Bo—who were once her entire world. In this universal drama of family love and misunderstandings, of resentments harbored and driven underground, Lawson ratchets up the tension with heartbreaking humor and consummate control, continually overturning one’s expectations right to the very end. Tragic, funny, unforgettable, Crow Lake is a quiet tour de force that will catapult Mary Lawson to the forefront of fiction writers today."
039575514X,My Antonia,Willa Cather,1995,Mariner Books,http://images.amazon.com/images/P/039575514X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039575514X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039575514X.01.LZZZZZZZ.jpg,"My Antonia is a novel by an American writer Willa Cather. It is the final book of the ""prairie trilogy"" of novels, preceded by O Pioneers! and The Song of the Lark. The novel tells the stories of an orphaned boy from Virginia, Jim Burden, and Antonia Shimerda, the daughter of Bohemian immigrants. They are both became pioneers and settled in Nebraska in the end of the 19th century. The first year in the very new place leaves strong impressions in both children, affecting them lifelong. The narrator and the main character of the novel My Antonia, Jim grows up in Black Hawk, Nebraska from age 10 Eventually, he becomes a successful lawyer and moves to New York City."
