id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13,genre
PEpoEAAAQBAJ,WLPgFTC0mwE,Nineteen Eighty-Four,George Orwell,2021-01-09,"""Nineteen Eighty-Four: A Novel"", often published as ""1984"", is a dystopian social science fiction novel by English novelist George Orwell. It was published on 8 June 1949 by Secker & Warburg as Orwell's ninth and final book completed in his lifetime. Thematically, ""Nineteen Eighty-Four"" centres on the consequences of totalitarianism, mass surveillance, and repressive regimentation of persons and behaviours within society. Orwell, himself a democratic socialist, modelled the authoritarian government in the novel after Stalinist Russia. More broadly, the novel examines the role of truth and facts within politics and the ways in which they are manipulated. The story takes place in an imagined future, the year 1984, when much of the world has fallen victim to perpetual war, omnipresent government surveillance, historical negationism, and propaganda. Great Britain, known as Airstrip One, has become a province of a totalitarian superstate named Oceania that is ruled by the Party who employ the Thought Police to persecute individuality and independent thinking. Big Brother, the leader of the Party, enjoys an intense cult of personality despite the fact that he may not even exist. The protagonist, Winston Smith, is a diligent and skillful rank-and-file worker and Outer Party member who secretly hates the Party and dreams of rebellion. He enters into a forbidden relationship with a colleague, Julia, and starts to remember what life was like before the Party came to power.",327.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=PEpoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=PEpoEAAAQBAJ&printsec=frontcover&dq=1984&hl=&cd=1&source=gbs_api,"Orwell, himself a democratic socialist, modelled the authoritarian government in the novel after Stalinist Russia. More broadly, the novel examines the role of truth and facts within politics and the ways in which they are manipulated.",3753145130,9783753145136.0,Fiction
eTY9EAAAQBAJ,M93z5I/cHQk,1984,George Orwell,2023-09-15,This beautiful new edition of George Orwell's powerful work of dystopian fiction is a perfect gift for our times.,0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=eTY9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=eTY9EAAAQBAJ&dq=1984&hl=&cd=2&source=gbs_api,"This beautiful edition of George Orwell&#39;s powerful work of dystopian fiction features a leatherette cover, gilt edging, and ribbon marker--a perfect gift for our times.",0358120357,9780358120353.0,Fiction
uCZUswEACAAJ,nlv6+d+w0eM,1984,"Eric Arthur Blair, Eric Arthur",2018-01-17,"Nineteen Eighty-Four, often published as 1984, is a dystopian novel by English author George Orwell published in 1949. The novel is set in Airstrip One (formerly known as Great Britain), a province of the superstate Oceania in a world of perpetual war, omnipresent government surveillance and public manipulation, dictated by a political system euphemistically named English Socialism (or Ingsoc in the government's invented language, Newspeak) under the control of a privileged elite of the Inner Party, that persecutes individualism and independent thinking as ""thoughtcrime",450.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=uCZUswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=uCZUswEACAAJ&dq=1984&hl=&cd=3&source=gbs_api,"The novel is set in Airstrip One (formerly known as Great Britain), a province of the superstate Oceania in a world of perpetual war, omnipresent government surveillance and public manipulation, dictated by a political system ...",198373263X,9781983732638.0,Fiction
CuYCAAAAMBAJ,W3ZGCebyvhY,New York Magazine,,1984-12-03,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",220.0,MAGAZINE,NOT_MATURE,http://books.google.com/books/content?id=CuYCAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=CuYCAAAAMBAJ&printsec=frontcover&dq=1984&hl=&cd=5&source=gbs_api,New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country.,,,Fiction
0uMDAAAAMBAJ,OhvMXSWA6h4,Popular Mechanics,,1984-01,"Popular Mechanics inspires, instructs and influences readers to help them master the modern world. Whether it’s practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science -- PM is the ultimate guide to our high-tech lifestyle.",176.0,MAGAZINE,NOT_MATURE,http://books.google.com/books/content?id=0uMDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=0uMDAAAAMBAJ&printsec=frontcover&dq=1984&hl=&cd=6&source=gbs_api,"Whether it’s practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science -- PM is the ultimate guide to our high-tech lifestyle.",,,Fiction
XsqoEAAAQBAJ,NT0JELGFvaU,1984,George Orwell,2023-01-18,"The world is divided into the three hostile power blocs of Oceania, Eurasia and East Asia, which are at permanent war with each other. The action of the novel takes place in Oceania, which includes North and South America, the British Isles, Australia and southern Africa. In the dictatorial and totalitarian state, a party elite (Inner Party) led by Big Brother - who is never really visible - oppresses the remaining party members (Outer Party) and the broad mass of the people, the ""proles."" The omnipresent thought police permanently monitor all party members. The English language is being cleansed of ""harmful terms"" and has been replaced by a new language - Newspeak. Gröls Classics - English Edition",274.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=XsqoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=XsqoEAAAQBAJ&printsec=frontcover&dq=1984&hl=&cd=7&source=gbs_api,"The action of the novel takes place in Oceania, which includes North and South America, the British Isles, Australia and southern Africa.",3988288225,9783988288226.0,Fiction
bcA9C78IvecC,PzRfpG2sPq4,Ebony,,1984-08,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",176.0,MAGAZINE,NOT_MATURE,http://books.google.com/books/content?id=bcA9C78IvecC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=bcA9C78IvecC&printsec=frontcover&dq=1984&hl=&cd=8&source=gbs_api,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",,,Fiction
XV8XAAAAYAAJ,IQ1rCt1qa9g,Moby Dick,Herman Melville,1892,"A literary classic that wasn't recognized for its merits until decades after its publication, Herman Melville's Moby-Dick tells the tale of a whaling ship and its crew, who are carried progressively further out to sea by the fiery Captain Ahab. Obsessed with killing the massive whale, which had previously bitten off Ahab's leg, the seasoned seafarer steers his ship to confront the creature, while the rest of the shipmates, including the young narrator, Ishmael, and the harpoon expert, Queequeg, must contend with their increasingly dire journey. The book invariably lands on any short list of the greatest American novels.",576.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=XV8XAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=XV8XAAAAYAAJ&printsec=frontcover&dq=Moby-Dick&hl=&cd=1&source=gbs_api,"A literary classic that wasn&#39;t recognized for its merits until decades after its publication, Herman Melville&#39;s Moby-Dick tells the tale of a whaling ship and its crew, who are carried progressively further out to sea by the fiery Captain ...",,,Adventure
cyrMu-gkGQQC,HYhEwFfoL3A,Moby-Dick,Herman Melville,2004,"Looking for adventure and a new life, Ishmael, the story's narrator, decides to find work on a whaling boat. On arriving at the Massachusetts harbour to begin his search, the only bed available is already half occupied by a ""cannibal"" named Queequeg. Although Queequeg has limited English, a friendship forms and the two men sign up for work together aboard the Pequod under the infamous Captain Ahab.",776.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=cyrMu-gkGQQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=cyrMu-gkGQQC&printsec=frontcover&dq=Moby-Dick&hl=&cd=2&source=gbs_api,"Looking for adventure and a new life, Ishmael, the story&#39;s narrator, decides to find work on a whaling boat.",1904633773,9781904633778.0,Adventure
ryPmEAAAQBAJ,lC+GwL9f1/Y,Moby Dick (Complete Unabridged Edition),Herman Melville,2023-12-22,"""Moby-Dick"" is considered to be one of the Great American Novels and a treasure of world literature, one of the great epics in all of literature. The story tells the adventures of wandering sailor Ishmael, and his voyage on the whaleship Pequod, commanded by Captain Ahab. Ishmael soon learns that Ahab has one purpose on this voyage: to seek out Moby Dick, a ferocious, enigmatic white sperm whale. In a previous encounter, the whale destroyed Ahab's boat and bit off his leg, which now drives Ahab to take revenge... Herman Melville (1819–1891) was an American novelist, short story writer, and poet of the American Renaissance period. His best known works include Typee (1846), a romantic account of his experiences in Polynesian life, and his whaling novel Moby-Dick (1851).",687.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=ryPmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=ryPmEAAAQBAJ&printsec=frontcover&dq=Moby-Dick&hl=&cd=3&source=gbs_api,"In Herman Melville&#39;s iconic novel Moby Dick (Complete Unabridged Edition), readers are immersed in the harrowing tale of Captain Ahab&#39;s obsessive quest for revenge against the elusive white whale, Moby Dick.",,,Adventure
06uMEAAAQBAJ,+vnpk+CLbdY,Why Read Moby-Dick?,Nathaniel Philbrick,2013-09-24,"A “brilliant and provocative” (The New Yorker) celebration of Melville’s masterpiece—from the bestselling author of In the Heart of the Sea, Valiant Ambition, and In the Hurricane's Eye One of the greatest American novels finds its perfect contemporary champion in Why Read Moby-Dick?, Nathaniel Philbrick’s enlightening and entertaining tour through Melville’s classic. As he did in his National Book Award–winning bestseller In the Heart of the Sea, Philbrick brings a sailor’s eye and an adventurer’s passion to unfolding the story behind an epic American journey. He skillfully navigates Melville’s world and illuminates the book’s humor and unforgettable characters—finding the thread that binds Ishmael and Ahab to our own time and, indeed, to all times. An ideal match between author and subject, Why Read Moby-Dick? will start conversations, inspire arguments, and make a powerful case that this classic tale waits to be discovered anew. “Gracefully written [with an] infectious enthusiasm…”—New York Times Book Review",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=06uMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=06uMEAAAQBAJ&dq=Moby-Dick&hl=&cd=4&source=gbs_api,"An ideal match between author and subject, Why Read Moby-Dick? will start conversations, inspire arguments, and make a powerful case that this classic tale waits to be discovered anew. “Gracefully written [with an] infectious ...",0143123971,9780143123972.0,Adventure
7H0d6I96AM8C,UZh1VTEICZc,The Condensed Moby Dick (Herman Melville's Classic Abridged),Herman Melville,2011,"This book is annotated. Moby Dick is one of the greatest American novels ever wrote. If you've always wanted to read the classic, but just don't have the time, this abridged version can help. At just 20,000 words long, this version of the classic novel will let you read Melville's classic in just hours, and provide you with an excellent overview of the entire novel. The story tells the adventures of the wandering sailor Ishmael, and his voyage on the whaleship Pequod, commanded by Captain Ahab. Ishmael soon learns that Ahab seeks one specific whale: Moby Dick, a ferocious, enigmatic white sperm whale. In a previous encounter, the whale destroyed Ahab's boat and bit off his leg. Ahab intends to take revenge.",87.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=7H0d6I96AM8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=7H0d6I96AM8C&printsec=frontcover&dq=Moby-Dick&hl=&cd=5&source=gbs_api,"This book is annotated. Moby Dick is one of the greatest American novels ever wrote. If you&#39;ve always wanted to read the classic, but just don&#39;t have the time, this abridged version can help.",1610427793,9781610427791.0,Adventure
EIN6AgAAQBAJ,g0vrp6e0oJQ,Moby Dick,Herman Melville,2010-01-01,"In Herman Melville's classic tale of revenge, Ishmael tells his story of becoming a whaler on the Pequod. When Ishmael and his unexpected friend Queequeg join Captain Ahab's hunt for Moby Dick, the voyage of a lifetime turns into tragedy. The adventures of sailing the seas on the hunt for the great white whale is retold in the Calico Illustrated Classics adaptation of Melville's Moby Dick. Calico Chapter Books is an imprint of Magic Wagon, a division of ABDO Group. Grades 3-8.",114.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=EIN6AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=EIN6AgAAQBAJ&printsec=frontcover&dq=Moby-Dick&hl=&cd=6&source=gbs_api,"In Herman Melville&#39;s classic tale of revenge, Ishmael tells his story of becoming a whaler on the Pequod. When Ishmael and his unexpected friend Queequeg join Captain Ahab&#39;s hunt for Moby Dick, the voyage of a lifetime turns into tragedy.",1617864129,9781617864124.0,Fantasy
U4eStWzD49UC,ab2A5xaF9mU,Herman Melville's Moby-Dick,Harold Bloom,2007,"Herman Melville was already considered to be a successful author when he wrote Moby-Dick in just under two years. Yet despite his earlier success, the novel was widely misunderstood by its 19th-century readers, who expected a more traditional adventure novel. Today Moby-Dick is considered to be an undisputed classic, and many believe it to be the epitome of the great American novel. With an unforgettable cast of characters, inluding the mad Captain Ahab, Melville skillfully documents the Pequod crew's tragic hunt for the great white whale. The full-length essays presented in Herman Melville's Moby Dick, Updated Edition provide expert commentary on the huge canvas of symbols themes, and subjects presented in this novel, as well as an introduction, a chronology, a bibliography, and an index, that will help students navigate confidently through Melville's masterpiece.",255.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=U4eStWzD49UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=U4eStWzD49UC&printsec=frontcover&dq=Moby-Dick&hl=&cd=7&source=gbs_api,"The full-length essays presented in Herman Melville&#39;s Moby Dick, Updated Edition provide expert commentary on the huge canvas of symbols themes, and subjects presented in this novel, as well as an introduction, a chronology, a bibliography, ...",0791093638,9780791093634.0,Adventure
eMvmngEACAAJ,8es3hRmctMc,Mocha Dick,Jeremiah N. Reynolds,2013-04-06,"Jeremiah N. Reynolds (1799-1858), an American newspaper editor, lecturer, explorer and author who became an influential advocate for scientific expeditions. Reynolds gathered first-hand observations of Mocha Dick, an albino sperm whale off Chile who bedeviled a generation of whalers for thirty years before succumbing to one. Mocha Dick survived many skirmishes (by some accounts at least 100) with whalers before he was eventually killed. In May 1839, The Knickerbocker, or New-York Monthly Magazine published Reynolds' ""Mocha Dick: Or the White Whale of the Pacific,"" the inspiration for Herman Melville's 1851 novel Moby-Dick. In Reynolds' account, Mocha Dick was killed in 1838, after he appeared to come to the aid of a distraught cow whose calf had just been slain by the whalers. His body was 70 feet long and yielded 100 barrels of oil, along with some ambergris. He also had several harpoons in his body.",36.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=eMvmngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=eMvmngEACAAJ&dq=Moby-Dick&hl=&cd=8&source=gbs_api,"In Reynolds&#39; account, Mocha Dick was killed in 1838, after he appeared to come to the aid of a distraught cow whose calf had just been slain by the whalers.",0615795943,9780615795942.0,Fiction
A7m9Fj_W644C,RSm9WvJA0j8,"Moby Dick in Plain and Simple English (Includes Study Guide, Complete Unabridged Book, Historical Context, and Character Index)(",Herman Melville,2012-09-14,"An obsessed and insane captain leads his crew into dangerous waters. A young man, eager to go to sea and forget his problems, signs on with a whaling ship for the first time. A savage islander shows what it means to be brave, strong, and compassionate. A mighty white whale haunts the dreams of every whaler in the four oceans. These are the things you can expect to read in the American maritime classic, Moby Dick…but if you are like many readers, you might need a little help with Melville’s classic epic. Along with chapter-by-chapter summaries and analysis, this book features the full text of Melville’s classic novel is also included. BookCap Study Guides are not meant to be purchased as alternatives to reading the book.",886.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=A7m9Fj_W644C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=A7m9Fj_W644C&printsec=frontcover&dq=Moby-Dick&hl=&cd=9&source=gbs_api,"Along with chapter-by-chapter summaries and analysis, this book features the full text of Melville’s classic novel is also included. BookCap Study Guides are not meant to be purchased as alternatives to reading the book.",1621073793,9781621073796.0,Non-Fiction
AxyIxAEACAAJ,adCuey3dQSo,Moby Dick (Modern English Translation),Herman Melville,2019-04-20,"Carefully edited for modern readers to allow for easier reading Ignoring prophecies of doom, the seafarer Ishmael joins the crew of a whaling expedition that is an obsession for the ship's captain, Ahab. Once maimed by the White Whale, Moby Dick, Ahab has set out on a voyage of revenge. With godlike ferocity, he surges into dangerous waters--immune to the madness of his vision, refusing to be bested by the forces of nature. An exhilarating whaling yarn, a tragic confessional, and a profound allegory, Moby Dick encompasses all that it means to be human--from the physical and metaphysical to the spiritual and emotional. Full of strange wisdom and wild digressive energy, it's a singular literary performance universally regarded as one of the great American novels.",297.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=AxyIxAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=AxyIxAEACAAJ&dq=Moby-Dick&hl=&cd=10&source=gbs_api,"Full of strange wisdom and wild digressive energy, it&#39;s a singular literary performance universally regarded as one of the great American novels.",1095308246,9781095308240.0,Fiction
p95JEAAAQBAJ,Y7zzzYKFhT4,A Confession,Leo Tolstoy,2021-10-31,"A Confession Leo Tolstoy - This short work was originally titled An Introduction to a Criticism of Dogmatic Theology. It is a brief autobiographical story of the author's struggle with a mid-life existential crisis, and describes his search for the answer to the ultimate philosophical question: If God does not exist, since death is inevitable, what is the meaning of life?",90.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=p95JEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=p95JEAAAQBAJ&printsec=frontcover&dq=War+and+Peace&hl=&cd=2&source=gbs_api,A Confession Leo Tolstoy - This short work was originally titled An Introduction to a Criticism of Dogmatic Theology.,3986778187,9783986778187.0,Adventure
qbGBEAAAQBAJ,Ol/KqDtzIgo,The Decembrists,Leo Tolstoy,2022-08-10,"'The Decembrists' is an unfinished novel by Leo Tolstoy, who only managed to write three chapters before abandoning it. The hero of his new book was to have been a participant in the abortive Decembrist Uprising of 1825, released from Siberian exile after 1856. It was intended as a sequel to War and Peace.",68.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=qbGBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=qbGBEAAAQBAJ&printsec=frontcover&dq=War+and+Peace&hl=&cd=3&source=gbs_api,"Tolstoy&#39;s writing style in this book is characterized by its descriptive prose, attention to detail, and deep psychological insights into the characters.",,,Fiction
Ch43AwAAQBAJ,MnJyL3Pg0rE,War and Peace,Leo Tolstoy,2014-04-08,"War and Peace is considered one of the world’s greatest works of fiction. It is regarded, along with Anna Karenina, as Tolstoy’s finest literary achievement. Epic in scale, War and Peace delineates in graphic detail events leading up to Napoleon’s invasion of Russia, and the impact of the Napoleonic era on Tsarist society, as seen through the eyes of five Russian aristocratic families.",1460.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=Ch43AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=Ch43AwAAQBAJ&printsec=frontcover&dq=War+and+Peace&hl=&cd=4&source=gbs_api,War and Peace is considered one of the world’s greatest works of fiction.,1476789479,9781476789477.0,Fiction
Phl8AAAAIAAJ,jZtZZmLLA4U,"Tolstoy's ""War and Peace""",Reginald Frank Christian,1962,Detailed examination of the novel.,200.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=Phl8AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=Phl8AAAAIAAJ&q=War+and+Peace&dq=War+and+Peace&hl=&cd=6&source=gbs_api,Detailed examination of the novel.,,,Non-Fiction
